Line	Event	Signal	Text
62140	MARKER OWNERSHIP DECISION	EXTRA_07	ContainsReservedSourceMarker: 1
62397	G3AB_COL_RIGHT RECEIVED	EXTRA_08	MarkerAction: REJECTED - unsupported Normal/Quick/full-Whirl action or Hit phase
63305	MARKER OWNERSHIP DECISION	EXTRA_07	ContainsReservedSourceMarker: 1
63358	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
63441	OUTER_FRAME OFFENSE	EXTRA_08	MarkerAction: ACCEPTED
64733	MARKER OWNERSHIP DECISION	EXTRA_07	ContainsReservedSourceMarker: 1
64786	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
64869	OUTER_FRAME OFFENSE	EXTRA_08	MarkerAction: ACCEPTED
66261	MARKER OWNERSHIP DECISION	EXTRA_07	ContainsReservedSourceMarker: 1
66314	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
66397	OUTER_FRAME OFFENSE	EXTRA_08	MarkerAction: ACCEPTED
66682	C1 FINALIZATION	EXTRA_01	Source[0].Outcome: REPAIRED_TO_ITEM_EQUIPPED
66696	C1 FINALIZATION	EXTRA_05	Source[0].RepairAttempted: 1
66699	C1 FINALIZATION	EXTRA_06	Source[0].PhysicalCollisionChanged: 1
66716	C1 FINALIZATION	EXTRA_06	PhysicalCollisionChanged: 1
